/usr/java/bin/java -XX:MaxRAMPercentage=85.0 -cp /binary/ycsb/mongodb-binding/conf:/binary/ycsb/conf:/binary/ycsb/lib/jackson-core-asl-1.9.4.jar:/binary/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/binary/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/binary/ycsb/lib/HdrHistogram-2.1.4.jar:/binary/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/binary/ycsb/mongodb-binding/lib/logback-classic-1.1.2.jar:/binary/ycsb/mongodb-binding/lib/mongo-java-driver-3.11.0.jar:/binary/ycsb/mongodb-binding/lib/mongodb-async-driver-2.0.1.jar:/binary/ycsb/mongodb-binding/lib/logback-core-1.1.2.jar:/binary/ycsb/mongodb-binding/lib/mongodb-binding-0.18.0-SNAPSHOT.jar:/binary/ycsb/mongodb-binding/lib/snappy-java-1.1.7.1.jar:/binary/ycsb/mongodb-binding/lib/slf4j-api-1.7.25.jar site.ycsb.Client -db site.ycsb.db.MongoDbClient -s -p mongodb.url=mongodb://benchant:BareRebel2022@mongodb-m-calibration-shard-00-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-02.w3sa1.mongodb.net:27016/?ssl=true&authSource=admin&w=majority&j=true&readPreference=primary -p batchsize=1 -p workload=site.ycsb.workloads.CoreWorkload -p maxexecutiontime=1800 -threads 100 -p recordcount=1000000000 -p operationcount=999900000 -target 12000 -p fieldcount=10 -p fieldlength=100 -p requestdistribution=hotspot -p hotspotdatafraction=0.013 -p hotspotopnfraction=0.95 -p insertorder=ordered -p readproportion=0.95 -p updateproportion=0.05 -p insertproportion=0.0 -p scanproportion=0.0 -p maxscanlength=1000 -p scanlengthdistribution=uniform -p measurementtype=hdrhistogram -p hdrhistogram.fileoutput=true -p hdrhistogram.output.path=/home/developer/results/ -t
Command line: -db site.ycsb.db.MongoDbClient -s -p mongodb.url=mongodb://benchant:BareRebel2022@mongodb-m-calibration-shard-00-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-02.w3sa1.mongodb.net:27016/?ssl=true&authSource=admin&w=majority&j=true&readPreference=primary -p batchsize=1 -p workload=site.ycsb.workloads.CoreWorkload -p maxexecutiontime=1800 -threads 100 -p recordcount=1000000000 -p operationcount=999900000 -target 12000 -p fieldcount=10 -p fieldlength=100 -p requestdistribution=hotspot -p hotspotdatafraction=0.013 -p hotspotopnfraction=0.95 -p insertorder=ordered -p readproportion=0.95 -p updateproportion=0.05 -p insertproportion=0.0 -p scanproportion=0.0 -p maxscanlength=1000 -p scanlengthdistribution=uniform -p measurementtype=hdrhistogram -p hdrhistogram.fileoutput=true -p hdrhistogram.output.path=/home/developer/results/ -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 1800 secs
2023-05-08 14:30:55:458 0 sec: 0 operations; est completion in 0 second 
14:30:55.578 [Thread-9] WARN  org.mongodb.driver.uri - Uri option 'j' has been deprecated, use 'journal' instead.
14:30:55.578 [Thread-9] WARN  org.mongodb.driver.uri - Uri option 'j' has been deprecated, use 'journal' instead.
mongo client connection created with mongodb://benchant:BareRebel2022@mongodb-m-calibration-shard-00-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-02.w3sa1.mongodb.net:27016/?ssl=true&authSource=admin&w=majority&j=true&readPreference=primary
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2023-05-08 14:31:05:443 10 sec: 115970 operations; 11597 current ops/sec; est completion in 23 hours 56 minutes [READ: Count=110174, Max=1701887, Min=1367, Avg=6304.19, 90=7243, 99=55071, 99.9=140671, 99.99=1685503] [UPDATE: Count=5829, Max=1695743, Min=3874, Avg=16611.68, 90=31423, 99=79167, 99.9=135679, 99.99=1687551] 
2023-05-08 14:34:15:443 200 sec: 2395968 operations; 11999.5 current ops/sec; est completion in 23 hours 7 minutes [READ: Count=113964, Max=52287, Min=1292, Avg=2456.1, 90=3215, 99=6055, 99.9=16183, 99.99=36351] [UPDATE: Count=6038, Max=322559, Min=3722, Avg=9627.82, 90=10015, 99=87487, 99.9=308735, 99.99=321535] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:34:25:443 210 sec: 2515971 operations; 12000.3 current ops/sec; est completion in 23 hours 7 minutes [READ: Count=113927, Max=16719, Min=1312, Avg=2367.12, 90=3093, 99=4763, 99.9=7471, 99.99=12079] [UPDATE: Count=6070, Max=24191, Min=3640, Avg=6470.08, 90=8271, 99=11615, 99.9=15791, 99.99=18799] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:34:35:443 220 sec: 2635968 operations; 11999.7 current ops/sec; est completion in 23 hours 7 minutes [READ: Count=113968, Max=71295, Min=1333, Avg=2483.55, 90=3297, 99=6275, 99.9=13591, 99.99=32111] [UPDATE: Count=6025, Max=276735, Min=3806, Avg=10732.89, 90=10559, 99=194431, 99.9=267263, 99.99=275455] [READ-FAILED: Count=1, Max=2153, Min=2152, Avg=2153, 90=2153, 99=2153, 99.9=2153, 99.99=2153] 
2023-05-08 14:34:45:443 230 sec: 2755969 operations; 12000.1 current ops/sec; est completion in 23 hours 6 minutes [READ: Count=113954, Max=24431, Min=1314, Avg=2501.89, 90=3381, 99=6007, 99.9=11655, 99.99=17263] [UPDATE: Count=6046, Max=37887, Min=3726, Avg=7362.55, 90=10031, 99=18303, 99.9=27727, 99.99=34655] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:34:55:443 240 sec: 2875969 operations; 12000 current ops/sec; est completion in 23 hours 6 minutes [READ: Count=114084, Max=29487, Min=1312, Avg=2536.56, 90=3423, 99=6839, 99.9=13639, 99.99=21183] [UPDATE: Count=5913, Max=89279, Min=3774, Avg=9345.81, 90=12455, 99=58495, 99.9=75007, 99.99=84351] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:35:05:443 250 sec: 2993408 operations; 11743.9 current ops/sec; est completion in 23 hours 7 minutes [READ: Count=111611, Max=103359, Min=1320, Avg=2747.98, 90=3777, 99=9695, 99.9=27167, 99.99=64991] [UPDATE: Count=5830, Max=347647, Min=3894, Avg=15230.35, 90=13887, 99=259583, 99.9=333055, 99.99=346367] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:35:15:443 260 sec: 3115969 operations; 12256.1 current ops/sec; est completion in 23 hours 6 minutes [READ: Count=116388, Max=121023, Min=1295, Avg=2859.07, 90=3893, 99=12095, 99.9=32799, 99.99=54047] [UPDATE: Count=6175, Max=389119, Min=3872, Avg=14297.65, 90=17503, 99=221695, 99.9=358655, 99.99=383231] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:35:25:443 270 sec: 3235956 operations; 11998.7 current ops/sec; est completion in 23 hours 6 minutes [READ: Count=114025, Max=82751, Min=1349, Avg=2635.66, 90=3589, 99=8123, 99.9=16879, 99.99=49983] [UPDATE: Count=5963, Max=172415, Min=3708, Avg=11676.72, 90=18191, 99=87999, 99.9=155135, 99.99=170879] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:35:35:443 280 sec: 3355974 operations; 12001.8 current ops/sec; est completion in 23 hours 5 minutes [READ: Count=113914, Max=63455, Min=1309, Avg=2533.03, 90=3395, 99=6667, 99.9=15855, 99.99=29583] [UPDATE: Count=6106, Max=257919, Min=3794, Avg=9522.25, 90=12655, 99=57631, 99.9=237439, 99.99=256127] [READ-FAILED: Count=1, Max=3389, Min=3388, Avg=3389, 90=3389, 99=3389, 99.9=3389, 99.99=3389] 
2023-05-08 14:35:45:443 290 sec: 3475971 operations; 11999.7 current ops/sec; est completion in 23 hours 5 minutes [READ: Count=113864, Max=23311, Min=1317, Avg=2455.51, 90=3279, 99=5491, 99.9=10623, 99.99=17967] [UPDATE: Count=6126, Max=35039, Min=3544, Avg=7254.79, 90=9671, 99=20959, 99.9=31215, 99.99=32863] [READ-FAILED: Count=1, Max=1542, Min=1542, Avg=1542, 90=1542, 99=1542, 99.9=1542, 99.99=1542] 
2023-05-08 14:35:55:443 300 sec: 3595972 operations; 12000.1 current ops/sec; est completion in 23 hours 5 minutes [READ: Count=113923, Max=22479, Min=1350, Avg=2526.19, 90=3429, 99=6367, 99.9=13575, 99.99=18735] [UPDATE: Count=6082, Max=79871, Min=3744, Avg=7780.98, 90=10863, 99=21775, 99.9=49503, 99.99=79295] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:36:05:443 310 sec: 3715945 operations; 11997.3 current ops/sec; est completion in 23 hours 5 minutes [READ: Count=114048, Max=37343, Min=1344, Avg=2554.44, 90=3491, 99=6515, 99.9=12975, 99.99=22063] [UPDATE: Count=5931, Max=56735, Min=3884, Avg=7770.81, 90=10839, 99=23295, 99.9=41247, 99.99=54783] [READ-FAILED: Count=1, Max=2579, Min=2578, Avg=2579, 90=2579, 99=2579, 99.9=2579, 99.99=2579] 
2023-05-08 14:36:15:443 320 sec: 3835972 operations; 12002.7 current ops/sec; est completion in 23 hours 4 minutes [READ: Count=114093, Max=34207, Min=1265, Avg=2588.29, 90=3567, 99=7035, 99.9=14143, 99.99=23839] [UPDATE: Count=5924, Max=45087, Min=3872, Avg=7967.91, 90=11311, 99=23807, 99.9=39743, 99.99=44255] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:36:25:443 330 sec: 3955973 operations; 12000.1 current ops/sec; est completion in 23 hours 4 minutes [READ: Count=113975, Max=35007, Min=1301, Avg=2533.55, 90=3411, 99=6955, 99.9=15727, 99.99=26079] [UPDATE: Count=6029, Max=92607, Min=3854, Avg=8990.79, 90=11807, 99=53951, 99.9=78015, 99.99=90879] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:36:35:443 340 sec: 4075968 operations; 11999.5 current ops/sec; est completion in 23 hours 4 minutes [READ: Count=113881, Max=31023, Min=1360, Avg=2527.17, 90=3425, 99=6363, 99.9=12855, 99.99=20287] [UPDATE: Count=6118, Max=61023, Min=3904, Avg=7718.69, 90=10431, 99=25679, 99.9=45215, 99.99=54879] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:36:45:443 350 sec: 4195962 operations; 11999.4 current ops/sec; est completion in 23 hours 4 minutes [READ: Count=114098, Max=57663, Min=1317, Avg=2642.98, 90=3603, 99=8255, 99.9=20575, 99.99=36991] [UPDATE: Count=5895, Max=74431, Min=3880, Avg=8187.47, 90=11735, 99=27391, 99.9=50143, 99.99=71039] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:36:55:443 360 sec: 4315974 operations; 12001.2 current ops/sec; est completion in 23 hours 4 minutes [READ: Count=113754, Max=128511, Min=1338, Avg=3147.6, 90=4331, 99=17791, 99.9=47807, 99.99=86591] [UPDATE: Count=6255, Max=404223, Min=3754, Avg=30043.93, 90=52703, 99=326399, 99.9=381951, 99.99=395263] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:37:05:443 370 sec: 4435975 operations; 12000.1 current ops/sec; est completion in 23 hours 3 minutes [READ: Count=114105, Max=47519, Min=1358, Avg=2679.57, 90=3649, 99=9567, 99.9=20943, 99.99=30751] [UPDATE: Count=5893, Max=145919, Min=3980, Avg=11270.76, 90=18111, 99=72127, 99.9=129279, 99.99=137983] [READ-FAILED: Count=2, Max=14511, Min=1748, Avg=8128, 90=14511, 99=14511, 99.9=14511, 99.99=14511] 
